id,hypothèse,commit,données,split,features,modèle,baseline,métrique,seuil,seed,résultat,décision,artefacts
EXP-2026-09-25-TASK-2.3A-ARCHIVE-WF-001,At least one fixed simple family improves both log-loss and Brier descriptively versus cumulative alpha=1 and exact uniform forecasts.,87cafb14114013f29055113982dd706f3d4b0952,"{""files"":[{""path"":""loto2017.csv"",""sha256"":""bb94c49747b0b8412f6461e0b6d40f811e411499ec0657f540f9dbdd4c503472""},{""path"":""loto_201902.csv"",""sha256"":""3bdfb1024ae42a44d4b29e92a5c049a7240cae707c7c099a948bf87013fd53da""},{""path"":""loto_201911.csv"",""sha256"":""aa9a3f40b758d22dcaa8a8b6f5f53ee6d86aa7d232890b9195d8545f322da8b0""},{""path"":""nouveau_loto.csv"",""sha256"":""0823a148e8d177daf2b0c4f0a586bb14ccc4b2b2dba112a7b958ec76b09d8d66""}],""sha256"":""54c97b5b9e4a5df574d61bdca9af909d6bd06c15b6a5531bb59a1612bedb7b0f""}",train:<2014-01-01; test:calendar-years-2014..2025; expanding; 2026-excluded,model-owned preregistered features only; no evaluation-period tuning; canonical main-draw numbers,"uniform,cumulative_frequency_alpha=1.0,rolling_frequency_window=5_alpha=1.0,rolling_frequency_window=10_alpha=1.0,rolling_frequency_window=25_alpha=1.0,rolling_frequency_window=50_alpha=1.0,constrained_random,dirichlet_multinomial_marginal_concentration=1.0_minimum_history=1_prior=uniform_5_over_49,logistic_regression_per_number_l2_lags=1,2,3_windows=5,10,25,50_C=1.0_penalty=l2_solver=liblinear_max_iter=1000_tol=0.0001_minimum_history=60_standardize=true_random_state=0,discrete_time_hazard_per_number_recurrent_bins=0,1,2,3,4,8,16,32_prior_mean=0.10204081632653061_prior_strength=10.0_minimum_history=60_age=elapsed_since_last_minus_one_left=exclude_before_first_right=count_observed_exposures_only_never_observed=reject_empty_bin=beta_prior_only","uniform,cumulative_frequency_alpha=1.0,rolling_frequency_window=5_alpha=1.0,rolling_frequency_window=10_alpha=1.0,rolling_frequency_window=25_alpha=1.0,rolling_frequency_window=50_alpha=1.0,constrained_random","log_loss,brier,mean_matches,calibration_error,mean_true_number_rank,regret_vs_uniform","aggregate log_loss and brier strictly below cumulative alpha=1 and uniform, plus both strictly below both comparators in at least 3 complete calendar years; descriptive screening only; significance and holdout 2026 untouched are required for promotion",20260925,"{""aggregate"":{""constrained_random"":{""brier"":0.09162848812994585,""log_loss"":0.32954410516013694,""prediction_count"":1878},""cumulative_frequency_alpha=1.0"":{""brier"":0.0917026889628144,""log_loss"":0.329951523377674,""prediction_count"":1878},""dirichlet_multinomial_marginal_concentration=1.0_minimum_history=1_prior=uniform_5_over_49"":{""brier"":0.0917026889628144,""log_loss"":0.329951523377674,""prediction_count"":1878},""discrete_time_hazard_per_number_recurrent_bins=0,1,2,3,4,8,16,32_prior_mean=0.10204081632653061_prior_strength=10.0_minimum_history=60_age=elapsed_since_last_minus_one_left=exclude_before_first_right=count_observed_exposures_only_never_observed=reject_empty_bin=beta_prior_only"":{""brier"":0.09205155326973581,""log_loss"":0.3318743736409395,""prediction_count"":1878},""logistic_regression_per_number_l2_lags=1,2,3_windows=5,10,25,50_C=1.0_penalty=l2_solver=liblinear_max_iter=1000_tol=0.0001_minimum_history=60_standardize=true_random_state=0"":{""brier"":0.09214396043456864,""log_loss"":0.3323969686819639,""prediction_count"":1878},""rolling_frequency_window=10_alpha=1.0"":{""brier"":0.09917264095979689,""log_loss"":0.3976073564945797,""prediction_count"":1878},""rolling_frequency_window=25_alpha=1.0"":{""brier"":0.0950299484072225,""log_loss"":0.3595880403629504,""prediction_count"":1878},""rolling_frequency_window=50_alpha=1.0"":{""brier"":0.0935121227874085,""log_loss"":0.34218129925034146,""prediction_count"":1878},""rolling_frequency_window=5_alpha=1.0"":{""brier"":0.10439708763323924,""log_loss"":0.4137900422223149,""prediction_count"":1878},""uniform"":{""brier"":0.09162848812994585,""log_loss"":0.32954410516013694,""prediction_count"":1878}},""scope"":""descriptive_non_causal_non_profitability"",""screening_pass_candidates"":[],""winning_period_counts"":{""dirichlet_multinomial_marginal_concentration=1.0_minimum_history=1_prior=uniform_5_over_49"":0,""discrete_time_hazard_per_number_recurrent_bins=0,1,2,3,4,8,16,32_prior_mean=0.10204081632653061_prior_strength=10.0_minimum_history=60_age=elapsed_since_last_minus_one_left=exclude_before_first_right=count_observed_exposures_only_never_observed=reject_empty_bin=beta_prior_only"":0,""logistic_regression_per_number_l2_lags=1,2,3_windows=5,10,25,50_C=1.0_penalty=l2_solver=liblinear_max_iter=1000_tol=0.0001_minimum_history=60_standardize=true_random_state=0"":1}}",rejete_au_screening_descriptif,"[""artifacts/task-2.3a-archive-walk-forward/preregistration.json"",""artifacts/task-2.3a-archive-walk-forward/metrics.csv"",""artifacts/task-2.3a-archive-walk-forward/result.json""]"
